user_id,date,mean_hr,hr_std,steps,calories,sleep_minutes,health_state_level,health_state_speed,health_state_index
1503960366,2016-04-12,,,13162,1985,327.0,-0.002802140579448137,0.0,-0.002802140579448137
1503960366,2016-04-13,,,10735,1797,384.0,0.05414687903219628,0.05694901961164442,0.4527900163137072
1503960366,2016-04-14,,,10460,1776,,,,
1503960366,2016-04-15,,,9762,1745,412.0,0.06416838305354083,,
1503960366,2016-04-16,,,12669,1863,340.0,0.005229096437365632,,
1503960366,2016-04-17,,,9705,1728,700.0,-0.6477452230365179,,
1503960366,2016-04-18,,,13019,1921,,,,
1503960366,2016-04-19,,,15506,2035,304.0,-0.13754989663820189,,
1503960366,2016-04-20,,,10544,1786,360.0,0.12950503688241954,,
1503960366,2016-04-21,,,9819,1775,325.0,0.2759675137304192,,
1503960366,2016-04-22,,,12764,1827,,,,
1503960366,2016-04-23,,,14371,1949,361.0,-0.18641633051378836,,
1503960366,2016-04-24,,,10039,1788,430.0,-0.003304427984217262,,
1503960366,2016-04-25,,,15355,2013,277.0,-0.058003363864360835,,
1503960366,2016-04-26,,,13755,1970,245.0,0.15265766039890488,,
1503960366,2016-04-27,,,18134,2159,,,,
1503960366,2016-04-28,,,13154,1898,366.0,-0.09918407355355538,,
1503960366,2016-04-29,,,11181,1837,341.0,0.12460891734195684,,
1503960366,2016-04-30,,,14673,1947,404.0,-0.31813994715826155,,
1503960366,2016-05-01,,,10602,1820,369.0,0.10236162208004365,,
1503960366,2016-05-02,,,14727,2004,277.0,-0.0065698462250566025,,
1503960366,2016-05-03,,,15103,1990,273.0,-0.02741190953010894,,
1503960366,2016-05-04,,,11100,1819,,,,
1503960366,2016-05-05,,,14070,1959,247.0,0.12188273763651064,,
1503960366,2016-05-06,,,12159,1896,334.0,0.061927144703692726,,
1503960366,2016-05-07,,,11992,1821,331.0,0.08306892432689009,,
1503960366,2016-05-08,,,10060,1740,594.0,-0.41307794043557333,,
1503960366,2016-05-09,,,12022,1819,338.0,0.06319498712372323,,
1503960366,2016-05-10,,,12207,1859,383.0,-0.0639225337796738,,
1503960366,2016-05-11,,,12770,1783,285.0,0.13380438986810786,-0.008421726338396721,0.0748523054993308
1503960366,2016-05-12,,,0,0,,,,
1624580081,2016-04-12,,,8163,1432,,-0.09790665923493469,0.0,-0.09790665923493469
1624580081,2016-04-13,,,7007,1411,,-0.05112056151326945,0.04678609772166524,0.27638212253838723
1624580081,2016-04-14,,,9107,1572,,-0.1361126075474364,-0.019102974156250854,-0.26983342664119236
1624580081,2016-04-15,,,1510,1344,,0.1713562370818809,0.07227966429162799,0.6773138871232769
1624580081,2016-04-16,,,5370,1463,,0.015132761990507363,0.04485556410460345,0.3291217107227315
1624580081,2016-04-17,,,6175,1554,,-0.01744752232258997,0.02595784284863918,0.1642573776178843
1624580081,2016-04-18,,,10536,1604,,-0.19394767125354334,-0.002483271004875829,-0.21133056828767416
1624580081,2016-04-19,,,2916,1435,,0.11445203864186246,0.006865854058882533,0.1625130170540402
1624580081,2016-04-20,,,4974,1446,,0.031159833528378846,0.006390303325119933,0.07589195680421837
1624580081,2016-04-21,,,6349,1467,,-0.024489720422563803,-0.015128006016897807,-0.13038576254084847
1624580081,2016-04-22,,,4026,1470,,0.06952767145237422,0.013364565605984825,0.163079630694268
1624580081,2016-04-23,,,8538,1562,,-0.1130838103124645,0.003610716513492328,-0.08780879471801821
1624580081,2016-04-24,,,6076,1617,,-0.013440754438122099,0.00445774608791447,0.017763468177279196
1624580081,2016-04-25,,,6497,1492,,-0.0304796360478289,-0.021878224638999164,-0.18362720852082307
1624580081,2016-04-26,,,2826,1402,,0.11809455490046962,0.005923425249115923,0.15955853164428108
1624580081,2016-04-27,,,8367,1670,,-0.1061630294211109,-0.0023314994941005312,-0.12248352587981462
1624580081,2016-04-28,,,2759,1401,,0.12080620589298828,0.010686159801540755,0.19560932450377355
1624580081,2016-04-29,,,2390,1404,,0.13574052255327762,0.03354584021022018,0.3705614040248189
1624580081,2016-04-30,,,6474,1655,,-0.029548770781740407,0.01024385425585274,0.04215820900922877
1624580081,2016-05-01,,,36019,2690,,-1.2253059136767226,-0.129923640438454,-2.1347713967459008
1624580081,2016-05-02,,,7155,1497,,-0.057110477138534545,-0.10408056576082016,-0.7856744374642757
1624580081,2016-05-03,,,2100,1334,,0.14747751938656734,-0.03414136270964325,-0.09151201958093541
1624580081,2016-05-04,,,2193,1368,,0.14371358591933994,0.002308372406744288,0.15987219276654996
1624580081,2016-05-05,,,2470,1370,,0.1325027303234046,0.061056956063422554,0.5599014227673624
1624580081,2016-05-06,,,1727,1341,,0.16257372565835032,0.1247431728706572,1.0357759357529508
1624580081,2016-05-07,,,2104,1474,,0.14731562977507368,0.16222350881735698,1.2828801914965726
1624580081,2016-05-08,,,3427,1427,,0.0937706407735485,0.01682784693758115,0.21156556933661655
1624580081,2016-05-09,,,1732,1328,,0.16237136364398325,-0.0014425520738452163,0.15227349912706672
1624580081,2016-05-10,,,2969,1393,,0.11230700128957158,-0.0036887704333196285,0.08648560825633418
1624580081,2016-05-11,,,3134,1359,,0.10562905481545846,-0.005932097906874511,0.06410436946733689
1624580081,2016-05-12,,,2971,1002,,0.11222605648382476,-0.007709992747385143,0.058256107252128764
1644430081,2016-04-12,,,10694,3199,,,0.0,
1644430081,2016-04-13,,,8001,2902,,,,
1644430081,2016-04-14,,,11037,3226,,,,
1644430081,2016-04-15,,,5263,2750,,,,
1644430081,2016-04-16,,,15300,3493,,,,
1644430081,2016-04-17,,,8757,3011,,,,
1644430081,2016-04-18,,,7132,2806,,,,
1644430081,2016-04-19,,,11256,3300,,,,
1644430081,2016-04-20,,,2436,2430,,,,
1644430081,2016-04-21,,,1223,2140,,,,
1644430081,2016-04-22,,,3673,2344,,,,
1644430081,2016-04-23,,,6637,2677,,,,
1644430081,2016-04-24,,,3321,2413,,,,
1644430081,2016-04-25,,,3580,2497,,,,
1644430081,2016-04-26,,,9919,3123,,,,
1644430081,2016-04-27,,,3032,2489,,,,
1644430081,2016-04-28,,,9405,3108,,,,
1644430081,2016-04-29,,,3176,2498,119.0,0.36806415310400575,,
1644430081,2016-04-30,,,18213,3846,124.0,-0.5047644804210936,,
1644430081,2016-05-01,,,6132,2696,,,,
1644430081,2016-05-02,,,3758,2580,796.0,-0.17117094129559746,,
