asset_id,t_index,state_value
5,0,0.8100303317458513
5,1,1.049592695468205
5,2,1.049592695468205
5,3,1.0460294789040718
5,4,1.0460294789040718
5,5,1.0421651021601737
5,6,1.0421651021601737
5,7,1.0421345352141178
5,8,1.0421345352141178
5,9,1.0419168881663663
5,10,1.0419168881663663
5,11,1.0422752997431042
5,12,1.0422752997431042
5,13,1.0420934853828865
5,14,1.0420934853828865
5,15,1.0387762191881968
5,16,1.0387762191881968
5,17,1.038428309354824
5,18,1.038428309354824
5,19,1.0383714591199975
5,20,1.0383714591199975
5,21,1.038373683913952
5,22,1.038373683913952
5,23,1.038373683913952
5,24,1.0346787172288607
5,25,1.0346787172288607
5,26,1.0345188800994276
5,27,1.0345188800994276
5,28,1.0344081086007182
5,29,1.0344081086007182
5,30,1.0305468454261202
5,31,1.0305468454261202
5,32,1.030371598595402
5,33,1.030371598595402
5,34,1.030540243385622
5,35,1.030540243385622
5,36,1.0307146437313317
5,37,1.0307146437313317
5,38,1.0306109342939942
5,39,1.0306109342939942
5,40,1.0306109342939942
5,41,1.0462749388945114
5,42,1.0462749388945114
5,43,1.0462749388945114
5,44,1.0462749388945114
5,45,1.0464123768600149
5,46,1.0464123768600149
5,47,1.0464123768600149
5,48,1.0464123768600149
5,49,1.0424571671319225
5,50,1.0424571671319225
5,51,1.0424571671319225
5,52,1.0424571671319225
5,53,1.0387846972389607
5,54,1.0387846972389607
5,55,1.0387846972389607
5,56,1.0387846972389607
5,57,1.038548591579673
5,58,1.038548591579673
5,59,1.038548591579673
5,60,1.038548591579673
5,61,1.038714185617708
5,62,1.038714185617708
5,63,1.038714185617708
5,64,1.038714185617708
5,65,1.034618020290005
5,66,1.034618020290005
5,67,1.034618020290005
5,68,1.034618020290005
5,69,1.034880266797097
5,70,1.034880266797097
5,71,1.034880266797097
5,72,1.034880266797097
5,73,1.034596080420645
5,74,1.034596080420645
5,75,1.034596080420645
5,76,1.034596080420645
5,77,1.030606667249334
5,78,1.030606667249334
5,79,1.030606667249334
5,80,1.030606667249334
5,81,1.0310744438724255
5,82,1.0310744438724255
5,83,1.0310744438724255
5,84,1.0310744438724255
5,85,1.0479512686233357
5,86,1.0479512686233357
5,87,1.0479512686233357
5,88,1.0479512686233357
5,89,1.0405253894509676
5,90,1.0405253894509676
5,91,1.0405253894509676
5,92,1.0405253894509676
5,93,1.036702880453481
5,94,1.036702880453481
5,95,1.036702880453481
5,96,1.036702880453481
5,97,1.0329381767523451
5,98,1.0329381767523451
5,99,1.0329381767523451
5,100,1.0329381767523451
5,101,1.0312644578525336
5,102,1.0312644578525336
5,103,1.0312644578525336
5,104,1.0312644578525336
5,105,1.0293969157142635
5,106,1.0293969157142635
5,107,1.0293969157142635
5,108,1.0293969157142635
5,109,1.025483459292955
5,110,1.025483459292955
5,111,1.025483459292955
